"categorie","mois","v_reg","c_reg","ca"
"agro_industry_and_commerce","Aout","MG","BA","1134.43994140625"
"agro_industry_and_commerce","Aout","MG","MG","164.2899932861328"
"agro_industry_and_commerce","Aout","PR","SP","1124.6599884033203"
"agro_industry_and_commerce","Aout","SC","PR","47.62000274658203"
"agro_industry_and_commerce","Aout","SP","MG","1978.1800537109375"
"agro_industry_and_commerce","Aout","SP","RJ","28.219999313354492"
"agro_industry_and_commerce","Aout","SP","RO","224.60000610351562"
"agro_industry_and_commerce","Aout","SP","SP","1066.329978942871"
"agro_industry_and_commerce","Avril","PR","AL","1518.550048828125"
"agro_industry_and_commerce","Avril","PR","BA","499.6400146484375"
"agro_industry_and_commerce","Avril","PR","MG","433.4599914550781"
"agro_industry_and_commerce","Avril","PR","PR","432.3999938964844"
"agro_industry_and_commerce","Avril","PR","SC","693.3499908447266"
"agro_industry_and_commerce","Avril","PR","SP","244.47999572753906"
"agro_industry_and_commerce","Avril","SP","RS","100.12000274658203"
"agro_industry_and_commerce","Avril","SP","SP","861.6599731445312"
"agro_industry_and_commerce","Decembre","PR","MG","442.260009765625"
"agro_industry_and_commerce","Decembre","PR","PE","485.760009765625"
"agro_industry_and_commerce","Decembre","PR","SP","1753.2499694824219"
"agro_industry_and_commerce","Decembre","RS","PI","301.760009765625"
"agro_industry_and_commerce","Decembre","SP","RJ","2315.830078125"
"agro_industry_and_commerce","Decembre","SP","SP","365.17999267578125"
"agro_industry_and_commerce","Fevrier","PR","CE","1217.9099731445312"
"agro_industry_and_commerce","Fevrier","PR","GO","499.69000244140625"
"agro_industry_and_commerce","Fevrier","PR","MG","438.260009765625"
"agro_industry_and_commerce","Fevrier","PR","MS","556.130012512207"
"agro_industry_and_commerce","Fevrier","PR","MT","445.32000732421875"
"agro_industry_and_commerce","Fevrier","PR","PE","472.66998291015625"
"agro_industry_and_commerce","Fevrier","PR","PR","429.0899963378906"
"agro_industry_and_commerce","Fevrier","PR","RJ","1933.2000350952148"
"agro_industry_and_commerce","Fevrier","PR","SP","1804.25"
"agro_industry_and_commerce","Fevrier","SP","GO","39.77000045776367"
"agro_industry_and_commerce","Fevrier","SP","MG","171.3300018310547"
"agro_industry_and_commerce","Fevrier","SP","MS","38.040000915527344"
"agro_industry_and_commerce","Fevrier","SP","RJ","72.19999694824219"
"agro_industry_and_commerce","Fevrier","SP","SP","1006.4199714660645"
"agro_industry_and_commerce","Janvier","PR","MG","442.260009765625"
"agro_industry_and_commerce","Janvier","PR","PA","465.2300109863281"
"agro_industry_and_commerce","Janvier","PR","PR","432.5"
"agro_industry_and_commerce","Janvier","PR","RJ","401.20001220703125"
"agro_industry_and_commerce","Janvier","PR","RS","243.35000610351562"
"agro_industry_and_commerce","Janvier","PR","SP","1800.8899841308594"
"agro_industry_and_commerce","Janvier","RS","PE","997.3699951171875"
"agro_industry_and_commerce","Janvier","SP","PI","46.34000015258789"
"agro_industry_and_commerce","Janvier","SP","PR","33.599998474121094"
"agro_industry_and_commerce","Janvier","SP","SP","1541.5300559997559"
"agro_industry_and_commerce","Juillet","CE","PB","515.0800170898438"
"agro_industry_and_commerce","Juillet","MG","SP","137.02999877929688"
"agro_industry_and_commerce","Juillet","PR","MG","1221.5400085449219"
"agro_industry_and_commerce","Juillet","PR","SP","917.1199951171875"
"agro_industry_and_commerce","Juillet","RJ","MG","441.0400085449219"
"agro_industry_and_commerce","Juillet","RJ","RJ","48.30000305175781"
"agro_industry_and_commerce","Juillet","RS","PR","514.1099853515625"
"agro_industry_and_commerce","Juillet","RS","RJ","203.86000061035156"
"agro_industry_and_commerce","Juillet","RS","RS","975.5599975585938"
"agro_industry_and_commerce","Juillet","RS","SC","458.3600158691406"
"agro_industry_and_commerce","Juillet","RS","SP","101.92999267578125"
"agro_industry_and_commerce","Juillet","SP","GO","405.69000244140625"
"agro_industry_and_commerce","Juillet","SP","MA","614.6300048828125"
"agro_industry_and_commerce","Juillet","SP","PA","821.9299926757812"
"agro_industry_and_commerce","Juillet","SP","PI","80.91999816894531"
"agro_industry_and_commerce","Juillet","SP","RJ","99.33000183105469"
"agro_industry_and_commerce","Juillet","SP","SP","2378.319984436035"
"agro_industry_and_commerce","Juin","PR","RS","517.7000122070312"
"agro_industry_and_commerce","Juin","PR","SP","792.6500244140625"
"agro_industry_and_commerce","Juin","SP","CE","168.0500030517578"
"agro_industry_and_commerce","Juin","SP","GO","585.3200073242188"
"agro_industry_and_commerce","Juin","SP","MT","191.1300048828125"
"agro_industry_and_commerce","Juin","SP","PR","1475.400047302246"
"agro_industry_and_commerce","Juin","SP","SP","1534.8500022888184"
"agro_industry_and_commerce","Mai","PR","PR","453.5299987792969"
"agro_industry_and_commerce","Mai","PR","RJ","428.8299865722656"
"agro_industry_and_commerce","Mai","PR","SP","928.2100219726562"
"agro_industry_and_commerce","Mai","RS","RS","76.55999755859375"
"agro_industry_and_commerce","Mai","SP","AP","657.6099853515625"
"agro_industry_and_commerce","Mai","SP","PB","81.20999908447266"
"agro_industry_and_commerce","Mai","SP","PR","957.1499633789062"
"agro_industry_and_commerce","Mai","SP","RJ","294.3299865722656"
"agro_industry_and_commerce","Mai","SP","SP","1319.5300178527832"
"agro_industry_and_commerce","Mars","PR","GO","927.5999755859375"
"agro_industry_and_commerce","Mars","PR","RJ","1118.9000244140625"
"agro_industry_and_commerce","Mars","PR","RS","961.9600219726562"
"agro_industry_and_commerce","Mars","PR","SP","2343.620044708252"
"agro_industry_and_commerce","Mars","SP","GO","34.72999954223633"
"agro_industry_and_commerce","Mars","SP","PR","74.16999816894531"
"agro_industry_and_commerce","Mars","SP","RJ","173.61999893188477"
"agro_industry_and_commerce","Mars","SP","SP","1043.1800079345703"
"agro_industry_and_commerce","Novembre","PR","BA","860.4000244140625"
"agro_industry_and_commerce","Novembre","PR","ES","425.239990234375"
"agro_industry_and_commerce","Novembre","PR","PR","435.5899963378906"
"agro_industry_and_commerce","Novembre","PR","RJ","421.6499938964844"
"agro_industry_and_commerce","Novembre","PR","RS","442.75"
"agro_industry_and_commerce","Novembre","PR","SP","1301.8999938964844"
"agro_industry_and_commerce","Novembre","RS","MG","6081.5400390625"
"agro_industry_and_commerce","Novembre","RS","SP","415.5400085449219"
"agro_industry_and_commerce","Novembre","SP","PE","3184.550048828125"
"agro_industry_and_commerce","Novembre","SP","RJ","991.52001953125"
"agro_industry_and_commerce","Novembre","SP","SP","49.63999938964844"
"agro_industry_and_commerce","Octobre","RS","ES","61.93000030517578"
"agro_industry_and_commerce","Octobre","SP","PE","948.3499755859375"
"agro_industry_and_commerce","Octobre","SP","RS","37.099998474121094"
"agro_industry_and_commerce","Octobre","SP","SP","2511.050079345703"
"agro_industry_and_commerce","Septembre","PR","MG","847.3200073242188"
"agro_industry_and_commerce","Septembre","PR","SP","418.0400085449219"
"agro_industry_and_commerce","Septembre","SP","RJ","854.3300170898438"
"air_conditioning","Aout","DF","GO","568.5700073242188"
"air_conditioning","Aout","MG","MG","144.97000122070312"
"air_conditioning","Aout","MG","RS","138.16000366210938"
"air_conditioning","Aout","MG","SP","272.1600036621094"
"air_conditioning","Aout","PR","MG","146.02000427246094"
"air_conditioning","Aout","RJ","RJ","2663.3499145507812"
"air_conditioning","Aout","RJ","SP","88.49000549316406"
"air_conditioning","Aout","SC","RJ","127.80000305175781"
"air_conditioning","Aout","SC","SP","599.050048828125"
"air_conditioning","Aout","SP","CE","209.94000244140625"
"air_conditioning","Aout","SP","GO","99.6500015258789"
"air_conditioning","Aout","SP","MG","622.97998046875"
"air_conditioning","Aout","SP","RJ","842.3899536132812"
"air_conditioning","Aout","SP","SP","2047.779987335205"
"air_conditioning","Avril","DF","MG","815.4299926757812"
"air_conditioning","Avril","MG","MG","271.86000061035156"
"air_conditioning","Avril","MG","PI","221.82000732421875"
"air_conditioning","Avril","MG","RS","194.22999572753906"
"air_conditioning","Avril","MG","SP","326.8999938964844"
"air_conditioning","Avril","PR","MG","154.32000732421875"
"air_conditioning","Avril","PR","PR","120.08000183105469"
"air_conditioning","Avril","PR","SP","341.5999946594238"
"air_conditioning","Avril","RJ","MG","585.02001953125"
"air_conditioning","Avril","RJ","RJ","816.1600341796875"
"air_conditioning","Avril","RS","PI","264.66998291015625"
"air_conditioning","Avril","SC","SP","190.1599884033203"
"air_conditioning","Avril","SP","AM","114.11000061035156"
"air_conditioning","Avril","SP","PE","350.1499938964844"
"air_conditioning","Avril","SP","RJ","967.9799823760986"
"air_conditioning","Avril","SP","RS","102.26000213623047"
"air_conditioning","Avril","SP","SP","957.9400024414062"
"air_conditioning","Decembre","RJ","RJ","315.8999938964844"
"air_conditioning","Decembre","SC","SP","188.47999572753906"
"air_conditioning","Decembre","SP","MT","217.95999145507812"
"air_conditioning","Fevrier","DF","RJ","751.3699951171875"
"air_conditioning","Fevrier","DF","SP","1518.5799560546875"
"air_conditioning","Fevrier","PR","SP","94.76000213623047"
"air_conditioning","Fevrier","SP","BA","644.1899871826172"
"air_conditioning","Fevrier","SP","DF","215.14999389648438"
"air_conditioning","Fevrier","SP","ES","423.0199890136719"
"air_conditioning","Fevrier","SP","MG","459.5999755859375"
"air_conditioning","Fevrier","SP","RJ","441.1599884033203"
"air_conditioning","Fevrier","SP","SP","1784.5500411987305"
"air_conditioning","Janvier","ES","RJ","1857.5300369262695"
"air_conditioning","Janvier","MG","PR","417.7899932861328"
"air_conditioning","Janvier","MG","SP","166.52000427246094"
"air_conditioning","Janvier","PR","RJ","87.3800048828125"
"air_conditioning","Janvier","PR","SP","417.21998596191406"
"air_conditioning","Janvier","RJ","RJ","265.54998779296875"
"air_conditioning","Janvier","RJ","SP","101.25"
"air_conditioning","Janvier","SC","SP","192.89999389648438"
"air_conditioning","Janvier","SP","ES","216.14999389648438"
"air_conditioning","Janvier","SP","MT","103.3800048828125"
"air_conditioning","Janvier","SP","PR","216.14999389648438"
"air_conditioning","Janvier","SP","RJ","781.3299865722656"
"air_conditioning","Janvier","SP","SP","1092.7299766540527"
"air_conditioning","Juillet","DF","AL","643.8900146484375"
"air_conditioning","Juillet","MG","MG","164.83999633789062"
"air_conditioning","Juillet","MG","RJ","125.98999786376953"
"air_conditioning","Juillet","MG","RS","146.35000610351562"
"air_conditioning","Juillet","MG","SP","117.73999786376953"
"air_conditioning","Juillet","PR","SP","144.02999877929688"
"air_conditioning","Juillet","RJ","RJ","1444.3399505615234"
"air_conditioning","Juillet","RS","SP","226.47000122070312"
"air_conditioning","Juillet","SC","SP","333.3300018310547"
"air_conditioning","Juillet","SP","MT","495.5400085449219"
"air_conditioning","Juillet","SP","RJ","302.64998626708984"
"air_conditioning","Juillet","SP","RS","26"
"air_conditioning","Juillet","SP","SP","604.9600067138672"
"air_conditioning","Juin","MG","MG","112.81999969482422"
"air_conditioning","Juin","MG","SP","442.8599853515625"
"air_conditioning","Juin","PR","PR","1638.719970703125"
"air_conditioning","Juin","PR","RJ","56.959999084472656"
"air_conditioning","Juin","RJ","RJ","820.6199951171875"
"air_conditioning","Juin","RJ","SP","250.87998962402344"
"air_conditioning","Juin","RS","RS","38.470001220703125"
"air_conditioning","Juin","SC","SP","64.34000396728516"
"air_conditioning","Juin","SP","BA","53.150001525878906"
"air_conditioning","Juin","SP","RJ","470.4699935913086"
"air_conditioning","Juin","SP","SP","2432.1699752807617"
"air_conditioning","Mai","MG","DF","162.47000122070312"
"air_conditioning","Mai","MG","RJ","119.19999694824219"
"air_conditioning","Mai","MG","RS","137.47000122070312"
"air_conditioning","Mai","MG","SP","723.3999862670898"
"air_conditioning","Mai","MS","RJ","184.99000549316406"
"air_conditioning","Mai","PR","RJ","56.959999084472656"
"air_conditioning","Mai","RS","GO","60.13999938964844"
"air_conditioning","Mai","SP","GO","431.9200134277344"
"air_conditioning","Mai","SP","PR","220.82000732421875"
"air_conditioning","Mai","SP","RJ","268.8800048828125"
"air_conditioning","Mai","SP","RS","479.6600036621094"
"air_conditioning","Mai","SP","SP","453.8899841308594"
"air_conditioning","Mars","MG","SP","159.02999877929688"
"air_conditioning","Mars","PR","BA","82.25"
"air_conditioning","Mars","PR","PR","187.239990234375"
"air_conditioning","Mars","PR","RJ","51.69000244140625"
"air_conditioning","Mars","PR","RS","151.05999755859375"
"air_conditioning","Mars","PR","SP","615.4499931335449"
"air_conditioning","Mars","RJ","MG","889.7999877929688"
"air_conditioning","Mars","RJ","RJ","896.7099761962891"
"air_conditioning","Mars","RJ","SP","814.2999877929688"
"air_conditioning","Mars","SP","DF","156.99000549316406"
"air_conditioning","Mars","SP","ES","268.3600082397461"
"air_conditioning","Mars","SP","PB","86.75"
"air_conditioning","Mars","SP","PR","449.739990234375"
"air_conditioning","Mars","SP","RJ","1424.649974822998"
"air_conditioning","Mars","SP","SP","1551.599983215332"
"air_conditioning","Novembre","MG","SP","124.5"
"air_conditioning","Novembre","RJ","RS","329.3800048828125"
"air_conditioning","Novembre","RS","SP","1517.699951171875"
"air_conditioning","Novembre","SP","MA","222.70999145507812"
"air_conditioning","Novembre","SP","MG","46.480003356933594"
"air_conditioning","Novembre","SP","PI","134.5"
"air_conditioning","Novembre","SP","RJ","722.8500061035156"
"air_conditioning","Novembre","SP","SP","1415.4399871826172"
"air_conditioning","Octobre","MG","MG","319"
"air_conditioning","Octobre","PR","RS","401.29998779296875"
"air_conditioning","Octobre","PR","SC","676.9199829101562"
"air_conditioning","Octobre","PR","SP","507.6899871826172"
"air_conditioning","Octobre","RS","SP","854.219970703125"
"air_conditioning","Octobre","SP","CE","327.30999755859375"
"air_conditioning","Octobre","SP","MG","94.30999755859375"
"air_conditioning","Octobre","SP","PR","395.9599914550781"
"air_conditioning","Octobre","SP","RJ","171.83999633789062"
"air_conditioning","Octobre","SP","SP","1026.2599716186523"
"air_conditioning","Septembre","MG","ES","118.93000030517578"
"air_conditioning","Septembre","MG","SP","230.72999572753906"
"air_conditioning","Septembre","RJ","RJ","752.0399780273438"
"air_conditioning","Septembre","SP","BA","200.36000061035156"
"air_conditioning","Septembre","SP","RJ","480.0299987792969"
"art","Aout","MG","RJ","126.52999877929688"
"art","Aout","RJ","DF","300.44000244140625"
"art","Aout","SC","MG","70.52999877929688"
"art","Aout","SC","RS","60"
"art","Aout","SC","SP","60"
"art","Aout","SP","MG","257.0499954223633"
"art","Aout","SP","MT","97.43000030517578"
"art","Aout","SP","PR","196.27999877929688"
"art","Aout","SP","RJ","93.27999877929688"
"art","Aout","SP","RS","234.74000549316406"
"art","Aout","SP","SP","845.0400009155273"
"art","Avril","MG","BA","147.1699981689453"
"art","Avril","RJ","RJ","59.09000015258789"
"art","Avril","SC","RJ","151.07000732421875"
"art","Avril","SP","AP","70.3800048828125"
"art","Avril","SP","MG","201.54000854492188"
"art","Avril","SP","PR","103.12999725341797"
"art","Avril","SP","RJ","369.3399887084961"
"art","Avril","SP","RN","137.10000610351562"
"art","Avril","SP","SC","233.22000122070312"
"art","Avril","SP","SP","1298.1699676513672"
"art","Decembre","PR","ES","76.79000091552734"
"art","Decembre","SP","SP","86.5999984741211"
"art","Fevrier","SC","PR","61.5"
"art","Fevrier","SC","SP","64"
"art","Fevrier","SP","BA","134.63999938964844"
"art","Fevrier","SP","PB","154.17999267578125"
"art","Fevrier","SP","PE","144.22000122070312"
"art","Fevrier","SP","PI","308.3599853515625"
"art","Fevrier","SP","RJ","266.84999084472656"
"art","Fevrier","SP","SP","375.47998809814453"
"art","Janvier","SC","RS","85.23999786376953"
"art","Janvier","SC","SP","64"
"art","Janvier","SP","MS","151.38999938964844"
"art","Janvier","SP","PR","161.4600067138672"
"art","Janvier","SP","RJ","672.1399993896484"
"art","Janvier","SP","SP","1895.8900299072266"
"art","Juillet","DF","DF","249.1599884033203"
"art","Juillet","MG","MG","123.79000091552734"
"art","Juillet","RJ","SP","51.94999694824219"
"art","Juillet","SP","BA","296.6500015258789"
"art","Juillet","SP","DF","123.48999786376953"
"art","Juillet","SP","GO","123.48999786376953"
"art","Juillet","SP","MG","307.47999572753906"
"art","Juillet","SP","PA","142.97000122070312"
"art","Juillet","SP","PR","123.48999786376953"
"art","Juillet","SP","RJ","370.4699935913086"
"art","Juillet","SP","SP","777.6899948120117"
"art","Juin","MG","SP","114.56999969482422"
"art","Juin","RJ","RJ","151.22999572753906"
"art","Juin","SC","DF","87.16000366210938"
"art","Juin","SC","SP","48.30999755859375"
"art","Juin","SP","AP","157.45999145507812"
"art","Juin","SP","MG","196.88999938964844"
"art","Juin","SP","PR","176.9199981689453"
"art","Juin","SP","RJ","370.15999603271484"
"art","Juin","SP","RO","95.52999877929688"
"art","Juin","SP","RS","236.5999984741211"
"art","Juin","SP","SP","1788.3199920654297"
"art","Mai","GO","SP","6726.66015625"
"art","Mai","MG","MG","138.36000061035156"
"art","Mai","MG","PA","107.35000610351562"
"art","Mai","MG","SC","245.88999938964844"
"art","Mai","PR","PR","50.980003356933594"
"art","Mai","RJ","AM","90.68000030517578"
"art","Mai","RJ","RJ","58.11000061035156"
"art","Mai","SP","BA","394.37999725341797"
"art","Mai","SP","GO","246.5399932861328"
"art","Mai","SP","MG","311.54000091552734"
"art","Mai","SP","PR","112.33000183105469"
"art","Mai","SP","RJ","476.3200035095215"
"art","Mai","SP","RO","157.239990234375"
"art","Mai","SP","SP","1494.429988861084"
"art","Mars","RS","SP","113.11000061035156"
"art","Mars","SC","DF","74.63999938964844"
"art","Mars","SC","RS","37.72999954223633"
"art","Mars","SC","SP","43.560001373291016"
"art","Mars","SP","GO","136.8000030517578"
"art","Mars","SP","RJ","227.87000274658203"
"art","Mars","SP","SC","79.97999572753906"
"art","Mars","SP","SP","188.81000518798828"
"art","Novembre","SP","MG","92.77999877929688"
"art","Octobre","MG","BA","138.41000366210938"
"art","Octobre","PR","RJ","207.94000244140625"
"art","Octobre","SP","RJ","54.099998474121094"
"art","Septembre","MG","SP","317.8499755859375"
"art","Septembre","SP","RS","66.25"
"art","Septembre","SP","SP","51.75"
"arts_and_craftmanship","Aout","MG","MG","33.689998626708984"
"arts_and_craftmanship","Aout","RS","SC","314.3199768066406"
"arts_and_craftmanship","Aout","SC","MG","306.7200012207031"
"arts_and_craftmanship","Aout","SP","SP","414.3199825286865"
"arts_and_craftmanship","Avril","SP","MG","34.220001220703125"
"arts_and_craftmanship","Juillet","SP","DF","151.70001220703125"
"arts_and_craftmanship","Juillet","SP","MG","223.05999755859375"
"arts_and_craftmanship","Juillet","SP","SP","628.1700077056885"
"arts_and_craftmanship","Mai","RJ","MG","59.31999969482422"
"arts_and_craftmanship","Mai","SP","SP","101.05000305175781"
"audio","Aout","SP","BA","303.6600036621094"
"audio","Aout","SP","CE","33.94000244140625"
"audio","Aout","SP","DF","30.1299991607666"
"audio","Aout","SP","MG","133.50000190734863"
"audio","Aout","SP","PR","512.8100128173828"
"audio","Aout","SP","RJ","1893.2600135803223"
"audio","Aout","SP","SC","64"
"audio","Aout","SP","SP","805.6499843597412"
"audio","Avril","GO","MG","445.2200012207031"
"audio","Avril","PR","SP","54.42000198364258"
"audio","Avril","SP","AM","114.52999877929688"
"audio","Avril","SP","CE","540.1799926757812"
"audio","Avril","SP","DF","30.1299991607666"
"audio","Avril","SP","ES","30.1299991607666"
"audio","Avril","SP","MG","1324.359992980957"
"audio","Avril","SP","PB","103.55000305175781"
"audio","Avril","SP","PI","37.75"
"audio","Avril","SP","PR","1187.719985961914"
"audio","Avril","SP","RJ","1166.6099872589111"
"audio","Avril","SP","SC","93.30999755859375"
"audio","Avril","SP","SP","3580.309955596924"
"audio","Decembre","DF","MG","91.18000030517578"
"audio","Decembre","DF","PE","98.22999572753906"
"audio","Decembre","DF","SP","186.739990234375"
"audio","Decembre","SP","DF","74.16000366210938"
"audio","Decembre","SP","MA","636.97998046875"
"audio","Decembre","SP","MG","65"
"audio","Decembre","SP","RJ","269.2799987792969"
"audio","Decembre","SP","SC","617.9299926757812"
"audio","Decembre","SP","SP","901.6199913024902"
"audio","Fevrier","PE","MG","45.69999694824219"
"audio","Fevrier","PR","SP","313.8399963378906"
"audio","Fevrier","SP","ES","239.07000732421875"
"audio","Fevrier","SP","GO","608.8800048828125"
"audio","Fevrier","SP","MG","60.209999084472656"
"audio","Fevrier","SP","MT","192.6699981689453"
"audio","Fevrier","SP","PR","190.97999572753906"
"audio","Fevrier","SP","RJ","1043.8999824523926"
"audio","Fevrier","SP","RS","97.93000030517578"
"audio","Fevrier","SP","SP","493.24999237060547"
"audio","Janvier","GO","RJ","270.94000244140625"
"audio","Janvier","PR","SC","83.22000122070312"
"audio","Janvier","SP","BA","142.25"
"audio","Janvier","SP","DF","392.1699981689453"
"audio","Janvier","SP","MG","240.07000732421875"
"audio","Janvier","SP","PI","54.05000305175781"
"audio","Janvier","SP","PR","206.74000549316406"
"audio","Janvier","SP","RJ","410.1400146484375"
"audio","Janvier","SP","RN","224.1199951171875"
"audio","Janvier","SP","SP","2209.6900024414062"
"audio","Juillet","SP","AL","266.9200134277344"
"audio","Juillet","SP","CE","257.44000244140625"
"audio","Juillet","SP","DF","133.57000732421875"
"audio","Juillet","SP","MG","737.219970703125"
"audio","Juillet","SP","MT","36.959999084472656"
"audio","Juillet","SP","PI","37.75"
"audio","Juillet","SP","PR","75.1299991607666"
"audio","Juillet","SP","RJ","875.2700042724609"
"audio","Juillet","SP","RS","75.4000015258789"
"audio","Juillet","SP","SP","796.569990158081"
"audio","Juin","SP","BA","138.0199966430664"
"audio","Juin","SP","CE","249.1500015258789"
"audio","Juin","SP","DF","638.1099796295166"
"audio","Juin","SP","ES","509.420015335083"
"audio","Juin","SP","MA","97.66000366210938"
"audio","Juin","SP","MG","30.1299991607666"
"audio","Juin","SP","MT","36.959999084472656"
"audio","Juin","SP","RJ","454.21001052856445"
"audio","Juin","SP","RS","999.2100296020508"
"audio","Juin","SP","SC","73.3800048828125"
"audio","Juin","SP","SP","820.3800010681152"
"audio","Mai","MG","PR","160.2100067138672"
"audio","Mai","SP","AL","162.2899932861328"
"audio","Mai","SP","BA","766.6999969482422"
"audio","Mai","SP","MA","124.33000183105469"
"audio","Mai","SP","MG","544.0100116729736"
"audio","Mai","SP","PR","200.70000457763672"
"audio","Mai","SP","RJ","228.8400001525879"
"audio","Mai","SP","RS","232.70999908447266"
"audio","Mai","SP","SC","278.4599914550781"
"audio","Mai","SP","SP","2766.5699977874756"
"audio","Mars","SP","AL","99.5999984741211"
"audio","Mars","SP","DF","808.869987487793"
"audio","Mars","SP","ES","616.6999912261963"
"audio","Mars","SP","GO","1441.8399810791016"
"audio","Mars","SP","MG","1860.1499881744385"
"audio","Mars","SP","MT","491.9800109863281"
"audio","Mars","SP","PA","608.6699829101562"
"audio","Mars","SP","PE","288.1199951171875"
"audio","Mars","SP","PI","217.58999633789062"
"audio","Mars","SP","PR","612.010009765625"
"audio","Mars","SP","RJ","1696.399980545044"
"audio","Mars","SP","RS","488.1499938964844"
"audio","Mars","SP","SC","194.11000061035156"
"audio","Mars","SP","SP","3173.909957885742"
"audio","Mars","SP","TO","212.9199981689453"
"audio","Novembre","DF","BA","94.70999908447266"
"audio","Novembre","DF","RJ","92.8699951171875"
"audio","Novembre","DF","SP","92.8699951171875"
"audio","Novembre","SP","AL","36.04999923706055"
"audio","Novembre","SP","BA","36.69000244140625"
"audio","Novembre","SP","DF","34"
"audio","Novembre","SP","ES","29"
"audio","Novembre","SP","MG","349.35999298095703"
"audio","Novembre","SP","MS","206.989990234375"
"audio","Novembre","SP","PR","34"
"audio","Novembre","SP","RJ","1046.6799621582031"
"audio","Novembre","SP","RS","300.989990234375"
"audio","Novembre","SP","SC","206.989990234375"
"audio","Novembre","SP","SP","1633.9399642944336"
"audio","Octobre","DF","DF","85.98999786376953"
"audio","Octobre","DF","SP","92.8699951171875"
"audio","Octobre","SP","BA","76.37999725341797"
"audio","Octobre","SP","GO","104.37000274658203"
"audio","Octobre","SP","MG","203.52000427246094"
"audio","Octobre","SP","PE","156.08999633789062"
"audio","Octobre","SP","RJ","883.5100021362305"
"audio","Octobre","SP","RS","318.4199905395508"
"audio","Octobre","SP","SP","962.9299964904785"
"audio","Septembre","SC","PR","145.55999755859375"
"audio","Septembre","SP","AL","110.41999816894531"
"audio","Septembre","SP","BA","137.1800079345703"
"audio","Septembre","SP","DF","95.30999755859375"
"audio","Septembre","SP","GO","115.94000244140625"
"audio","Septembre","SP","MG","104.37000274658203"
"audio","Septembre","SP","SC","247.36000061035156"
"audio","Septembre","SP","SP","235.6500015258789"
"auto","Aout","CE","SE","191.13999938964844"
"auto","Aout","DF","DF","21.689998626708984"
"auto","Aout","DF","RJ","308.9499816894531"
"auto","Aout","DF","TO","45.18000030517578"
"auto","Aout","ES","GO","151.04000854492188"
"auto","Aout","GO","DF","122.95999908447266"
"auto","Aout","GO","MG","133.9199981689453"
"auto","Aout","GO","PB","192.32000732421875"
"auto","Aout","GO","RS","154.69000244140625"
"auto","Aout","MG","BA","48.11000061035156"
"auto","Aout","MG","ES","163.8400115966797"
"auto","Aout","MG","GO","258.80999755859375"
"auto","Aout","MG","MA","79.04000091552734"
"auto","Aout","MG","MG","491.30999755859375"
"auto","Aout","MG","PE","66.05000305175781"
"auto","Aout","MG","PI","185.22000122070312"
"auto","Aout","MG","PR","367.88999938964844"
"auto","Aout","MG","RJ","294.2799987792969"
"auto","Aout","MG","RS","325.3599853515625"
"auto","Aout","MG","SC","3450.0000762939453"
"auto","Aout","MG","SP","841.9500122070312"
"auto","Aout","PE","SC","1898.6099853515625"
"auto","Aout","PE","SP","4337.31005859375"
"auto","Aout","PI","MA","320.760009765625"
"auto","Aout","PR","MG","1680.3699951171875"
"auto","Aout","PR","PE","59.48999786376953"
"auto","Aout","PR","PR","80.70999908447266"
"auto","Aout","PR","RJ","275.2300109863281"
"auto","Aout","PR","RS","186.57000732421875"
"auto","Aout","PR","SC","168.61000061035156"
"auto","Aout","PR","SP","894.569995880127"
"auto","Aout","RJ","GO","105.44999694824219"
"auto","Aout","RJ","MA","186.8800048828125"
"auto","Aout","RJ","MG","196.20000457763672"
"auto","Aout","RJ","PB","121.20999908447266"
"auto","Aout","RJ","PR","182.87000274658203"
"auto","Aout","RJ","RJ","3957.5699615478516"
"auto","Aout","RJ","RS","51.78000259399414"
"auto","Aout","RJ","SC","112.62000274658203"
"auto","Aout","RJ","SE","93.23999786376953"
"auto","Aout","RJ","SP","1041.4300270080566"
"auto","Aout","RN","MG","44.279998779296875"
"auto","Aout","RN","PR","44.279998779296875"
"auto","Aout","RO","RJ","656.5499877929688"
"auto","Aout","RO","SP","330.55999755859375"
"auto","Aout","RS","RJ","92.40999603271484"
"auto","Aout","RS","RS","340.97999572753906"
"auto","Aout","RS","SE","157.1999969482422"
"auto","Aout","RS","SP","614.9199981689453"
"auto","Aout","SC","BA","713.6500244140625"
"auto","Aout","SC","GO","49.80999755859375"
"auto","Aout","SC","MG","286.6000061035156"
"auto","Aout","SC","PB","596.5599975585938"
"auto","Aout","SC","PR","223.7299919128418"
"auto","Aout","SC","RJ","674.6900024414062"
"auto","Aout","SC","SC","42.5"
"auto","Aout","SC","SP","472.74000549316406"
"auto","Aout","SP","AL","276.86999130249023"
"auto","Aout","SP","BA","1218.630012512207"
"auto","Aout","SP","CE","999.0399894714355"
"auto","Aout","SP","DF","940.2199974060059"
"auto","Aout","SP","ES","1661.3599815368652"
"auto","Aout","SP","GO","1496.5300121307373"
"auto","Aout","SP","MA","438.1199951171875"
"auto","Aout","SP","MG","5168.030002593994"
"auto","Aout","SP","MS","363.1800003051758"
"auto","Aout","SP","MT","2448.0399780273438"
"auto","Aout","SP","PA","389.3600158691406"
"auto","Aout","SP","PB","478.1400146484375"
"auto","Aout","SP","PE","788.2300033569336"
"auto","Aout","SP","PI","866.8099670410156"
"auto","Aout","SP","PR","2298.4099884033203"
